fecha_factura,semestre,cliente_id,sku,unidades_vendidas,kilos_vendidos,kilos_vendidos_calculados,valor_venta,archivo_origen,Mes
2025-12-13,2,C014,110112,9,0.9,0.9,63620,POS_SHARE_H2,2025-12
2025-12-14,2,C014,110112,12,1.2,1.2,82170,POS_SHARE_H2,2025-12
2025-12-15,2,C014,110112,9,0.9,0.9,61330,POS_SHARE_H2,2025-12
2025-12-16,2,C014,110112,14,1.4,1.4,98930,POS_SHARE_H2,2025-12
2025-12-17,2,C014,110112,10,1.0,1.0,67840,POS_SHARE_H2,2025-12
2025-12-18,2,C014,110112,7,0.7,0.7,47960,POS_SHARE_H2,2025-12
2025-12-19,2,C014,110112,14,1.4,1.4,95810,POS_SHARE_H2,2025-12
2025-12-20,2,C014,110112,6,0.6,0.6,41220,POS_SHARE_H2,2025-12
2025-12-21,2,C014,110112,8,0.8,0.8,56220,POS_SHARE_H2,2025-12
2025-12-22,2,C014,110112,10,1.0,1.0,69250,POS_SHARE_H2,2025-12
2025-12-23,2,C014,110112,7,0.7,0.7,49370,POS_SHARE_H2,2025-12
2025-12-24,2,C014,110112,7,0.7,0.7,48200,POS_SHARE_H2,2025-12
2025-12-25,2,C014,110112,10,1.0,1.0,68560,POS_SHARE_H2,2025-12
2025-12-26,2,C014,110112,9,0.9,0.9,60940,POS_SHARE_H2,2025-12
2025-12-27,2,C014,110112,8,0.8,0.8,56470,POS_SHARE_H2,2025-12
2025-12-28,2,C014,110112,6,0.6,0.6,40950,POS_SHARE_H2,2025-12
2025-12-29,2,C014,110112,7,0.7,0.7,49400,POS_SHARE_H2,2025-12
2025-12-30,2,C014,110112,9,0.9,0.9,62850,POS_SHARE_H2,2025-12
2025-12-31,2,C014,110112,7,0.7,0.7,47100,POS_SHARE_H2,2025-12
2025-07-01,2,C014,110113,9,2.25,2.25,142900,POS_SHARE_H2,2025-07
2025-07-02,2,C014,110113,6,1.5,1.5,93380,POS_SHARE_H2,2025-07
2025-07-03,2,C014,110113,4,1.0,1.0,61760,POS_SHARE_H2,2025-07
2025-07-04,2,C014,110113,5,1.25,1.25,77710,POS_SHARE_H2,2025-07
2025-07-05,2,C014,110113,7,1.75,1.75,107500,POS_SHARE_H2,2025-07
2025-07-06,2,C014,110113,1,0.25,0.25,15730,POS_SHARE_H2,2025-07
2025-07-07,2,C014,110113,5,1.25,1.25,79600,POS_SHARE_H2,2025-07
2025-07-08,2,C014,110113,7,1.75,1.75,111230,POS_SHARE_H2,2025-07
2025-07-09,2,C014,110113,6,1.5,1.5,93950,POS_SHARE_H2,2025-07
2025-07-10,2,C014,110113,7,1.75,1.75,106970,POS_SHARE_H2,2025-07
2025-07-11,2,C014,110113,7,1.75,1.75,111860,POS_SHARE_H2,2025-07
2025-07-12,2,C014,110113,3,0.75,0.75,47750,POS_SHARE_H2,2025-07
2025-07-13,2,C014,110113,6,1.5,1.5,92270,POS_SHARE_H2,2025-07
2025-07-14,2,C014,110113,2,0.5,0.5,31410,POS_SHARE_H2,2025-07
2025-07-16,2,C014,110113,4,1.0,1.0,62630,POS_SHARE_H2,2025-07
2025-07-17,2,C014,110113,3,0.75,0.75,47940,POS_SHARE_H2,2025-07
2025-07-18,2,C014,110113,5,1.25,1.25,78700,POS_SHARE_H2,2025-07
2025-07-19,2,C014,110113,4,1.0,1.0,61330,POS_SHARE_H2,2025-07
2025-07-20,2,C014,110113,4,N/A,1.0,63400,POS_SHARE_H2,2025-07
2025-07-21,2,C014,110113,4,1.0,1.0,63660,POS_SHARE_H2,2025-07
2025-07-22,2,C014,110113,4,1.0,1.0,63370,POS_SHARE_H2,2025-07
2025-07-23,2,C014,110113,5,1.25,1.25,79320,POS_SHARE_H2,2025-07
2025-07-24,2,C014,110113,2,0.5,0.5,31290,POS_SHARE_H2,2025-07
2025-07-25,2,C014,110113,3,0.75,0.75,46460,POS_SHARE_H2,2025-07
2025-07-26,2,C014,110113,3,0.75,0.75,47610,POS_SHARE_H2,2025-07
2025-07-27,2,C014,110113,3,0.75,0.75,48050,POS_SHARE_H2,2025-07
2025-07-28,2,C014,110113,4,1.0,1.0,62110,POS_SHARE_H2,2025-07
2025-07-29,2,C014,110113,8,2.0,2.0,127570,POS_SHARE_H2,2025-07
2025-07-30,2,C014,110113,6,1.5,1.5,92040,POS_SHARE_H2,2025-07
2025-07-31,2,C014,110113,6,1.5,1.5,94290,POS_SHARE_H2,2025-07
2025-08-01,2,C014,110113,8,2.0,2.0,123410,POS_SHARE_H2,2025-08
2025-08-02,2,C014,110113,5,1.25,1.25,79180,POS_SHARE_H2,2025-08
2025-08-03,2,C014,110113,6,1.5,1.5,95530,POS_SHARE_H2,2025-08
2025-08-04,2,C014,110113,7,1.75,1.75,107530,POS_SHARE_H2,2025-08
2025-08-05,2,C014,110113,7,1.75,1.75,108130,POS_SHARE_H2,2025-08
2025-08-06,2,C014,110113,7,1.75,1.75,111280,POS_SHARE_H2,2025-08
2025-08-07,2,C014,110113,7,1.75,1.75,110220,POS_SHARE_H2,2025-08
2025-08-08,2,C014,110113,5,1.25,1.25,77670,POS_SHARE_H2,2025-08
2025-08-09,2,C014,110113,4,1.0,1.0,61900,POS_SHARE_H2,2025-08
2025-08-10,2,C014,110113,6,1.5,1.5,93210,POS_SHARE_H2,2025-08
2025-08-11,2,C014,110113,8,2.0,2.0,127140,POS_SHARE_H2,2025-08
2025-08-12,2,C014,110113,3,0.75,0.75,46270,POS_SHARE_H2,2025-08
2025-08-13,2,C014,110113,3,0.75,0.75,47110,POS_SHARE_H2,2025-08
2025-08-14,2,C014,110113,5,1.25,1.25,80130,POS_SHARE_H2,2025-08
2025-08-15,2,C014,110113,3,0.75,0.75,47970,POS_SHARE_H2,2025-08
2025-08-16,2,C014,110113,7,N/A,1.75,109140,POS_SHARE_H2,2025-08
2025-08-17,2,C014,110113,2,0.5,0.5,31610,POS_SHARE_H2,2025-08
2025-08-18,2,C014,110113,2,0.5,0.5,30940,POS_SHARE_H2,2025-08
2025-08-19,2,C014,110113,3,0.75,0.75,47220,POS_SHARE_H2,2025-08
2025-08-20,2,C014,110113,4,1.0,1.0,64060,POS_SHARE_H2,2025-08
2025-08-21,2,C014,110113,4,1.0,1.0,63690,POS_SHARE_H2,2025-08
2025-08-22,2,C014,110113,4,1.0,1.0,61070,POS_SHARE_H2,2025-08
2025-08-23,2,C014,110113,5,1.25,1.25,79840,POS_SHARE_H2,2025-08
2025-08-24,2,C014,110113,5,1.25,1.25,78570,POS_SHARE_H2,2025-08
2025-08-25,2,C014,110113,2,0.5,0.5,31470,POS_SHARE_H2,2025-08
2025-08-26,2,C014,110113,7,1.75,1.75,109020,POS_SHARE_H2,2025-08
2025-08-27,2,C014,110113,3,0.75,0.75,46560,POS_SHARE_H2,2025-08
2025-08-28,2,C014,110113,4,1.0,1.0,63060,POS_SHARE_H2,2025-08
2025-08-29,2,C014,110113,5,1.25,1.25,78710,POS_SHARE_H2,2025-08
2025-08-30,2,C014,110113,4,1.0,1.0,63580,POS_SHARE_H2,2025-08
2025-08-31,2,C014,110113,4,1.0,1.0,63510,POS_SHARE_H2,2025-08
2025-09-01,2,C014,110113,3,0.75,0.75,46610,POS_SHARE_H2,2025-09
2025-09-02,2,C014,110113,5,1.25,1.25,79160,POS_SHARE_H2,2025-09
2025-09-03,2,C014,110113,8,2.0,2.0,125580,POS_SHARE_H2,2025-09
2025-09-04,2,C014,110113,10,2.5,2.5,158440,POS_SHARE_H2,2025-09
2025-09-05,2,C014,110113,2,0.5,0.5,30620,POS_SHARE_H2,2025-09
2025-09-06,2,C014,110113,6,1.5,1.5,95220,POS_SHARE_H2,2025-09
2025-09-07,2,C014,110113,5,1.25,1.25,76750,POS_SHARE_H2,2025-09
2025-09-08,2,C014,110113,3,0.75,0.75,46430,POS_SHARE_H2,2025-09
2025-09-09,2,C014,110113,5,1.25,1.25,79730,POS_SHARE_H2,2025-09
2025-09-10,2,C014,110113,2,0.5,0.5,31460,POS_SHARE_H2,2025-09
2025-09-11,2,C014,110113,5,1.25,1.25,79090,POS_SHARE_H2,2025-09
2025-09-12,2,C014,110113,6,1.5,1.5,96020,POS_SHARE_H2,2025-09
2025-09-13,2,C014,110113,3,N/A,0.75,47460,POS_SHARE_H2,2025-09
2025-09-14,2,C014,110113,6,1.5,1.5,92440,POS_SHARE_H2,2025-09
2025-09-15,2,C014,110113,6,1.5,1.5,94700,POS_SHARE_H2,2025-09
2025-09-16,2,C014,110113,7,1.75,1.75,109610,POS_SHARE_H2,2025-09
2025-09-17,2,C014,110113,6,1.5,1.5,95840,POS_SHARE_H2,2025-09
2025-09-18,2,C014,110113,4,1.0,1.0,61450,POS_SHARE_H2,2025-09
2025-09-20,2,C014,110113,7,1.75,1.75,111900,POS_SHARE_H2,2025-09
2025-09-21,2,C014,110113,7,1.75,1.75,110990,POS_SHARE_H2,2025-09
2025-09-22,2,C014,110113,5,1.25,1.25,76850,POS_SHARE_H2,2025-09
2025-09-23,2,C014,110113,9,2.25,2.25,139130,POS_SHARE_H2,2025-09
2025-09-24,2,C014,110113,2,0.5,0.5,31400,POS_SHARE_H2,2025-09
2025-09-25,2,C014,110113,9,2.25,2.25,142360,POS_SHARE_H2,2025-09
2025-09-26,2,C014,110113,4,1.0,1.0,61680,POS_SHARE_H2,2025-09
2025-09-27,2,C014,110113,1,0.25,0.25,15960,POS_SHARE_H2,2025-09
2025-09-28,2,C014,110113,6,1.5,1.5,92970,POS_SHARE_H2,2025-09
2025-09-29,2,C014,110113,6,1.5,1.5,93780,POS_SHARE_H2,2025-09
2025-09-30,2,C014,110113,5,1.25,1.25,78290,POS_SHARE_H2,2025-09
2025-10-01,2,C014,110113,6,1.5,1.5,91640,POS_SHARE_H2,2025-10
2025-10-02,2,C014,110113,5,1.25,1.25,76510,POS_SHARE_H2,2025-10
2025-10-03,2,C014,110113,5,1.25,1.25,77110,POS_SHARE_H2,2025-10
2025-10-04,2,C014,110113,6,1.5,1.5,93180,POS_SHARE_H2,2025-10
2025-10-05,2,C014,110113,4,1.0,1.0,64080,POS_SHARE_H2,2025-10
2025-10-06,2,C014,110113,5,1.25,1.25,78550,POS_SHARE_H2,2025-10
2025-10-07,2,C014,110113,5,1.25,1.25,77410,POS_SHARE_H2,2025-10
2025-10-08,2,C014,110113,4,1.0,1.0,63490,POS_SHARE_H2,2025-10
2025-10-09,2,C014,110113,6,1.5,1.5,95070,POS_SHARE_H2,2025-10
2025-10-10,2,C014,110113,7,1.75,1.75,110210,POS_SHARE_H2,2025-10
2025-10-11,2,C014,110113,4,1.0,1.0,62100,POS_SHARE_H2,2025-10
2025-10-12,2,C014,110113,3,0.75,0.75,47340,POS_SHARE_H2,2025-10
2025-10-13,2,C014,110113,4,1.0,1.0,63480,POS_SHARE_H2,2025-10
2025-10-14,2,C014,110113,5,1.25,1.25,76890,POS_SHARE_H2,2025-10
2025-10-15,2,C014,110113,8,2.0,2.0,127800,POS_SHARE_H2,2025-10
2025-10-16,2,C014,110113,2,0.5,0.5,31340,POS_SHARE_H2,2025-10
2025-10-17,2,C014,110113,6,1.5,1.5,92210,POS_SHARE_H2,2025-10
2025-10-18,2,C014,110113,5,1.25,1.25,78600,POS_SHARE_H2,2025-10
2025-10-19,2,C014,110113,6,1.5,1.5,95060,POS_SHARE_H2,2025-10
2025-10-20,2,C014,110113,5,1.25,1.25,79340,POS_SHARE_H2,2025-10
2025-10-21,2,C014,110113,2,0.5,0.5,31980,POS_SHARE_H2,2025-10
2025-10-22,2,C014,110113,5,1.25,1.25,77250,POS_SHARE_H2,2025-10
2025-10-23,2,C014,110113,6,1.5,1.5,93120,POS_SHARE_H2,2025-10
2025-10-24,2,C014,110113,7,1.75,1.75,107020,POS_SHARE_H2,2025-10
2025-10-25,2,C014,110113,2,0.5,0.5,31920,POS_SHARE_H2,2025-10
2025-10-26,2,C014,110113,3,0.75,0.75,46520,POS_SHARE_H2,2025-10
2025-10-27,2,C014,110113,7,1.75,1.75,109740,POS_SHARE_H2,2025-10
2025-10-28,2,C014,110113,6,1.5,1.5,95210,POS_SHARE_H2,2025-10
2025-10-29,2,C014,110113,3,0.75,0.75,46540,POS_SHARE_H2,2025-10
2025-10-30,2,C014,110113,3,0.75,0.75,47420,POS_SHARE_H2,2025-10
2025-10-31,2,C014,110113,2,0.5,0.5,30720,POS_SHARE_H2,2025-10
2025-11-01,2,C014,110113,5,1.25,1.25,78940,POS_SHARE_H2,2025-11
2025-11-02,2,C014,110113,4,1.0,1.0,61560,POS_SHARE_H2,2025-11
2025-11-03,2,C014,110113,2,0.5,0.5,30720,POS_SHARE_H2,2025-11
2025-11-04,2,C014,110113,7,1.75,1.75,107770,POS_SHARE_H2,2025-11
2025-11-05,2,C014,110113,5,1.25,1.25,79130,POS_SHARE_H2,2025-11
2025-11-06,2,C014,110113,3,0.75,0.75,47510,POS_SHARE_H2,2025-11
2025-11-07,2,C014,110113,4,1.0,1.0,63030,POS_SHARE_H2,2025-11
2025-11-08,2,C014,110113,7,1.75,1.75,109900,POS_SHARE_H2,2025-11
2025-11-09,2,C014,110113,2,0.5,0.5,31370,POS_SHARE_H2,2025-11
2025-11-10,2,C014,110113,2,0.5,0.5,30590,POS_SHARE_H2,2025-11
2025-11-11,2,C014,110113,3,0.75,0.75,47460,POS_SHARE_H2,2025-11
2025-11-12,2,C014,110113,3,0.75,0.75,48100,POS_SHARE_H2,2025-11
2025-11-13,2,C014,110113,4,1.0,1.0,61420,POS_SHARE_H2,2025-11
2025-11-14,2,C014,110113,6,1.5,1.5,91950,POS_SHARE_H2,2025-11
2025-11-15,2,C014,110113,5,1.25,1.25,78350,POS_SHARE_H2,2025-11
2025-11-16,2,C014,110113,6,1.5,1.5,95350,POS_SHARE_H2,2025-11
2025-11-17,2,C014,110113,7,1.75,1.75,110710,POS_SHARE_H2,2025-11
2025-11-18,2,C014,110113,4,1.0,1.0,61430,POS_SHARE_H2,2025-11
2025-11-19,2,C014,110113,6,1.5,1.5,93060,POS_SHARE_H2,2025-11
2025-11-20,2,C014,110113,6,1.5,1.5,93730,POS_SHARE_H2,2025-11
2025-11-21,2,C014,110113,7,1.75,1.75,107480,POS_SHARE_H2,2025-11
2025-11-22,2,C014,110113,4,1.0,1.0,61060,POS_SHARE_H2,2025-11
2025-11-23,2,C014,110113,5,1.25,1.25,79480,POS_SHARE_H2,2025-11
2025-11-24,2,C014,110113,2,0.5,0.5,31020,POS_SHARE_H2,2025-11
2025-11-25,2,C014,110113,5,1.25,1.25,79270,POS_SHARE_H2,2025-11
2025-11-26,2,C014,110113,6,1.5,1.5,93530,POS_SHARE_H2,2025-11
2025-11-27,2,C014,110113,3,0.75,0.75,45950,POS_SHARE_H2,2025-11
2025-11-28,2,C014,110113,4,1.0,1.0,62780,POS_SHARE_H2,2025-11
2025-11-29,2,C014,110113,8,2.0,2.0,125820,POS_SHARE_H2,2025-11
2025-11-30,2,C014,110113,5,1.25,1.25,79620,POS_SHARE_H2,2025-11
2025-12-01,2,C014,110113,3,0.75,0.75,46350,POS_SHARE_H2,2025-12
2025-12-02,2,C014,110113,3,0.75,0.75,46120,POS_SHARE_H2,2025-12
2025-12-03,2,C014,110113,1,0.25,0.25,15550,POS_SHARE_H2,2025-12
2025-12-04,2,C014,110113,6,1.5,1.5,92140,POS_SHARE_H2,2025-12
2025-12-05,2,C014,110113,6,1.5,1.5,94140,POS_SHARE_H2,2025-12
2025-12-06,2,C014,110113,2,0.5,0.5,30930,POS_SHARE_H2,2025-12
2025-12-07,2,C014,110113,3,0.75,0.75,46200,POS_SHARE_H2,2025-12
2025-12-08,2,C014,110113,2,0.5,0.5,31860,POS_SHARE_H2,2025-12
2025-12-09,2,C014,110113,10,2.5,2.5,154850,POS_SHARE_H2,2025-12
2025-12-10,2,C014,110113,2,0.5,0.5,31210,POS_SHARE_H2,2025-12
2025-12-11,2,C014,110113,7,1.75,1.75,111390,POS_SHARE_H2,2025-12
2025-12-12,2,C014,110113,7,1.75,1.75,107980,POS_SHARE_H2,2025-12
2025-12-13,2,C014,110113,6,1.5,1.5,95810,POS_SHARE_H2,2025-12
2025-12-14,2,C014,110113,7,1.75,1.75,109480,POS_SHARE_H2,2025-12
2025-12-15,2,C014,110113,7,1.75,1.75,110940,POS_SHARE_H2,2025-12
2025-12-16,2,C014,110113,3,0.75,0.75,47260,POS_SHARE_H2,2025-12
2025-12-17,2,C014,110113,4,1.0,1.0,61660,POS_SHARE_H2,2025-12
2025-12-18,2,C014,110113,4,1.0,1.0,62880,POS_SHARE_H2,2025-12
2025-12-19,2,C014,110113,3,0.75,0.75,47250,POS_SHARE_H2,2025-12
2025-12-20,2,C014,110113,5,1.25,1.25,79760,POS_SHARE_H2,2025-12
2025-12-21,2,C014,110113,5,1.25,1.25,79820,POS_SHARE_H2,2025-12
2025-12-22,2,C014,110113,3,0.75,0.75,46790,POS_SHARE_H2,2025-12
2025-12-23,2,C014,110113,2,0.5,0.5,31920,POS_SHARE_H2,2025-12
2025-12-24,2,C014,110113,5,1.25,1.25,78210,POS_SHARE_H2,2025-12
2025-12-25,2,C014,110113,6,1.5,1.5,92700,POS_SHARE_H2,2025-12
2025-12-26,2,C014,110113,9,2.25,2.25,139590,POS_SHARE_H2,2025-12
2025-12-27,2,C014,110113,13,3.25,3.25,204190,POS_SHARE_H2,2025-12
2025-12-28,2,C014,110113,6,1.5,1.5,92140,POS_SHARE_H2,2025-12
2025-12-29,2,C014,110113,4,1.0,1.0,61600,POS_SHARE_H2,2025-12
2025-12-30,2,C014,110113,1,0.25,0.25,15440,POS_SHARE_H2,2025-12
2025-12-31,2,C014,110113,2,0.5,0.5,30680,POS_SHARE_H2,2025-12
2025-07-01,2,C014,110114,2,0.5,0.5,47700,POS_SHARE_H2,2025-07
2025-07-02,2,C014,110114,1,0.25,0.25,24480,POS_SHARE_H2,2025-07
2025-07-03,2,C014,110114,4,1.0,1.0,95480,POS_SHARE_H2,2025-07
2025-07-04,2,C014,110114,8,2.0,2.0,194790,POS_SHARE_H2,2025-07
2025-07-05,2,C014,110114,3,0.75,0.75,72080,POS_SHARE_H2,2025-07
2025-07-06,2,C014,110114,8,2.0,2.0,194820,POS_SHARE_H2,2025-07
2025-07-07,2,C014,110114,5,1.25,1.25,124290,POS_SHARE_H2,2025-07
2025-07-08,2,C014,110114,2,0.5,0.5,48010,POS_SHARE_H2,2025-07
2025-07-09,2,C014,110114,2,0.5,0.5,47990,POS_SHARE_H2,2025-07
2025-07-10,2,C014,110114,4,1.0,1.0,95890,POS_SHARE_H2,2025-07
2025-07-11,2,C014,110114,2,0.5,0.5,47630,POS_SHARE_H2,2025-07
2025-07-12,2,C014,110114,11,2.75,2.75,267470,POS_SHARE_H2,2025-07
2025-07-13,2,C014,110114,5,1.25,1.25,120020,POS_SHARE_H2,2025-07
2025-07-14,2,C014,110114,3,0.75,0.75,73950,POS_SHARE_H2,2025-07
2025-07-15,2,C014,110114,4,1.0,1.0,95830,POS_SHARE_H2,2025-07
2025-07-16,2,C014,110114,1,0.25,0.25,24900,POS_SHARE_H2,2025-07
2025-07-17,2,C014,110114,5,1.25,1.25,119840,POS_SHARE_H2,2025-07
2025-07-18,2,C014,110114,7,1.75,1.75,169410,POS_SHARE_H2,2025-07
2025-07-19,2,C014,110114,6,1.5,1.5,148000,POS_SHARE_H2,2025-07
2025-07-20,2,C014,110114,1,0.25,0.25,24110,POS_SHARE_H2,2025-07
2025-07-21,2,C014,110114,4,1.0,1.0,97310,POS_SHARE_H2,2025-07
2025-07-22,2,C014,110114,2,0.5,0.5,48230,POS_SHARE_H2,2025-07
2025-07-23,2,C014,110114,2,0.5,0.5,47550,POS_SHARE_H2,2025-07
2025-07-24,2,C014,110114,6,1.5,1.5,145690,POS_SHARE_H2,2025-07
2025-07-25,2,C014,110114,3,0.75,0.75,74460,POS_SHARE_H2,2025-07
2025-07-26,2,C014,110114,2,N/A,0.5,48910,POS_SHARE_H2,2025-07
2025-07-27,2,C014,110114,2,0.5,0.5,47910,POS_SHARE_H2,2025-07
2025-07-28,2,C014,110114,5,1.25,1.25,121230,POS_SHARE_H2,2025-07
2025-07-29,2,C014,110114,7,1.75,1.75,173600,POS_SHARE_H2,2025-07
2025-07-30,2,C014,110114,5,1.25,1.25,124580,POS_SHARE_H2,2025-07
2025-07-31,2,C014,110114,3,0.75,0.75,72140,POS_SHARE_H2,2025-07
2025-08-01,2,C014,110114,4,1.0,1.0,97520,POS_SHARE_H2,2025-08
2025-08-02,2,C014,110114,6,1.5,1.5,148880,POS_SHARE_H2,2025-08
2025-08-03,2,C014,110114,6,1.5,1.5,144850,POS_SHARE_H2,2025-08
2025-08-04,2,C014,110114,6,1.5,1.5,146380,POS_SHARE_H2,2025-08
2025-08-05,2,C014,110114,5,1.25,1.25,119300,POS_SHARE_H2,2025-08
2025-08-06,2,C014,110114,4,1.0,1.0,96660,POS_SHARE_H2,2025-08
2025-08-07,2,C014,110114,5,1.25,1.25,124710,POS_SHARE_H2,2025-08
2025-08-08,2,C014,110114,4,1.0,1.0,97900,POS_SHARE_H2,2025-08
2025-08-09,2,C014,110114,4,1.0,1.0,99130,POS_SHARE_H2,2025-08
2025-08-10,2,C014,110114,4,1.0,1.0,96600,POS_SHARE_H2,2025-08
2025-08-11,2,C014,110114,5,1.25,1.25,121920,POS_SHARE_H2,2025-08
2025-08-12,2,C014,110114,4,1.0,1.0,97370,POS_SHARE_H2,2025-08
2025-08-13,2,C014,110114,6,1.5,1.5,146360,POS_SHARE_H2,2025-08
2025-08-14,2,C014,110114,7,1.75,1.75,170950,POS_SHARE_H2,2025-08
2025-08-15,2,C014,110114,3,0.75,0.75,72900,POS_SHARE_H2,2025-08
2025-08-16,2,C014,110114,5,1.25,1.25,120640,POS_SHARE_H2,2025-08
2025-08-17,2,C014,110114,2,0.5,0.5,48320,POS_SHARE_H2,2025-08
2025-08-18,2,C014,110114,1,0.25,0.25,24150,POS_SHARE_H2,2025-08
2025-08-19,2,C014,110114,3,N/A,0.75,73430,POS_SHARE_H2,2025-08
2025-08-20,2,C014,110114,4,1.0,1.0,95770,POS_SHARE_H2,2025-08
2025-08-21,2,C014,110114,5,1.25,1.25,119620,POS_SHARE_H2,2025-08
2025-08-22,2,C014,110114,4,1.0,1.0,96430,POS_SHARE_H2,2025-08
2025-08-23,2,C014,110114,2,0.5,0.5,48210,POS_SHARE_H2,2025-08
2025-08-24,2,C014,110114,7,1.75,1.75,168990,POS_SHARE_H2,2025-08
2025-08-25,2,C014,110114,6,1.5,1.5,144120,POS_SHARE_H2,2025-08
2025-08-26,2,C014,110114,3,0.75,0.75,72630,POS_SHARE_H2,2025-08
2025-08-27,2,C014,110114,5,1.25,1.25,120360,POS_SHARE_H2,2025-08
2025-08-28,2,C014,110114,2,0.5,0.5,49910,POS_SHARE_H2,2025-08
2025-08-29,2,C014,110114,9,2.25,2.25,215390,POS_SHARE_H2,2025-08
2025-08-30,2,C014,110114,4,1.0,1.0,99600,POS_SHARE_H2,2025-08
2025-08-31,2,C014,110114,6,1.5,1.5,146080,POS_SHARE_H2,2025-08
2025-09-01,2,C014,110114,6,1.5,1.5,148330,POS_SHARE_H2,2025-09
2025-09-02,2,C014,110114,4,1.0,1.0,99250,POS_SHARE_H2,2025-09
2025-09-03,2,C014,110114,5,1.25,1.25,121600,POS_SHARE_H2,2025-09
2025-09-04,2,C014,110114,6,1.5,1.5,144980,POS_SHARE_H2,2025-09
2025-09-05,2,C014,110114,5,1.25,1.25,124560,POS_SHARE_H2,2025-09
2025-09-06,2,C014,110114,4,1.0,1.0,99020,POS_SHARE_H2,2025-09
2025-09-07,2,C014,110114,4,1.0,1.0,97050,POS_SHARE_H2,2025-09
2025-09-08,2,C014,110114,3,0.75,0.75,71760,POS_SHARE_H2,2025-09
2025-09-09,2,C014,110114,4,1.0,1.0,97010,POS_SHARE_H2,2025-09
2025-09-10,2,C014,110114,4,1.0,1.0,97960,POS_SHARE_H2,2025-09
2025-09-11,2,C014,110114,3,0.75,0.75,74250,POS_SHARE_H2,2025-09
2025-09-12,2,C014,110114,7,1.75,1.75,167670,POS_SHARE_H2,2025-09
2025-09-13,2,C014,110114,6,1.5,1.5,145510,POS_SHARE_H2,2025-09
2025-09-14,2,C014,110114,5,1.25,1.25,120410,POS_SHARE_H2,2025-09
2025-09-15,2,C014,110114,3,0.75,0.75,74570,POS_SHARE_H2,2025-09
2025-09-16,2,C014,110114,4,1.0,1.0,98700,POS_SHARE_H2,2025-09
2025-09-17,2,C014,110114,4,1.0,1.0,98380,POS_SHARE_H2,2025-09
2025-09-18,2,C014,110114,4,1.0,1.0,96910,POS_SHARE_H2,2025-09
2025-09-19,2,C014,110114,2,0.5,0.5,47590,POS_SHARE_H2,2025-09
2025-09-20,2,C014,110114,7,1.75,1.75,174600,POS_SHARE_H2,2025-09
2025-09-21,2,C014,110114,5,1.25,1.25,124710,POS_SHARE_H2,2025-09
2025-09-22,2,C014,110114,1,0.25,0.25,24060,POS_SHARE_H2,2025-09
2025-09-23,2,C014,110114,2,0.5,0.5,49130,POS_SHARE_H2,2025-09
2025-09-24,2,C014,110114,4,1.0,1.0,95140,POS_SHARE_H2,2025-09
2025-09-25,2,C014,110114,5,1.25,1.25,122740,POS_SHARE_H2,2025-09
2025-09-26,2,C014,110114,2,0.5,0.5,49100,POS_SHARE_H2,2025-09
2025-09-27,2,C014,110114,5,1.25,1.25,120800,POS_SHARE_H2,2025-09
2025-09-28,2,C014,110114,3,0.75,0.75,74190,POS_SHARE_H2,2025-09
2025-09-29,2,C014,110114,5,1.25,1.25,124390,POS_SHARE_H2,2025-09
2025-09-30,2,C014,110114,3,0.75,0.75,74480,POS_SHARE_H2,2025-09
2025-10-02,2,C014,110114,7,1.75,1.75,169120,POS_SHARE_H2,2025-10
2025-10-03,2,C014,110114,6,1.5,1.5,143770,POS_SHARE_H2,2025-10
2025-10-04,2,C014,110114,5,1.25,1.25,124000,POS_SHARE_H2,2025-10
2025-10-05,2,C014,110114,3,0.75,0.75,73620,POS_SHARE_H2,2025-10
2025-10-06,2,C014,110114,5,1.25,1.25,119270,POS_SHARE_H2,2025-10
2025-10-07,2,C014,110114,3,0.75,0.75,74300,POS_SHARE_H2,2025-10
2025-10-08,2,C014,110114,5,1.25,1.25,121660,POS_SHARE_H2,2025-10
2025-10-09,2,C014,110114,6,1.5,1.5,145350,POS_SHARE_H2,2025-10
2025-10-11,2,C014,110114,8,2.0,2.0,199260,POS_SHARE_H2,2025-10
2025-10-12,2,C014,110114,4,1.0,1.0,98880,POS_SHARE_H2,2025-10
2025-10-13,2,C014,110114,3,0.75,0.75,73330,POS_SHARE_H2,2025-10
2025-10-14,2,C014,110114,5,1.25,1.25,124350,POS_SHARE_H2,2025-10
2025-10-15,2,C014,110114,6,1.5,1.5,143130,POS_SHARE_H2,2025-10
2025-10-16,2,C014,110114,7,1.75,1.75,169340,POS_SHARE_H2,2025-10
2025-10-17,2,C014,110114,3,0.75,0.75,73770,POS_SHARE_H2,2025-10
2025-10-18,2,C014,110114,1,0.25,0.25,24220,POS_SHARE_H2,2025-10
2025-10-19,2,C014,110114,5,1.25,1.25,121580,POS_SHARE_H2,2025-10
2025-10-20,2,C014,110114,4,1.0,1.0,96000,POS_SHARE_H2,2025-10
2025-10-21,2,C014,110114,3,0.75,0.75,73830,POS_SHARE_H2,2025-10
2025-10-22,2,C014,110114,4,1.0,1.0,96160,POS_SHARE_H2,2025-10
2025-10-23,2,C014,110114,8,2.0,2.0,193140,POS_SHARE_H2,2025-10
2025-10-24,2,C014,110114,7,1.75,1.75,169690,POS_SHARE_H2,2025-10
2025-10-25,2,C014,110114,4,1.0,1.0,96620,POS_SHARE_H2,2025-10
